"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""*Beginning for the 2015-16 season""""""""""""""""""""""""""""""", reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test,""""""""""""""""""""""""""""""" and the percent positive by influenza type."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
297,990,18.4226,4.25136,14.1712
67,91,6.79278,2.88048,3.9123
77,230,13.5541,3.39956,10.1545
236,495,16.4122,5.29861,11.1136
67,571,16.6449,1.74798,14.8969
86,71,7.28538,3.99072,3.29466
211,217,12.7533,6.28725,6.46603
56,125,7.49793,2.3198,5.17813
602,651,17.1691,8.24884,8.92025
282,795,11.964,3.13264,8.83137
329,975,22.8933,5.77598,17.1173
130,288,14.5038,4.51076,9.99306
75,331,15.9403,2.94464,12.9957
279,582,18.0768,5.85765,12.2192
108,1062,24.3852,2.25094,22.1342
140,164,12.997,5.98546,7.01154
279,281,14.5379,7.24299,7.29491
124,275,13.7824,4.28325,9.49914
964,861,22.2046,11.7289,10.4757
560,1688,19.5614,4.87296,14.6885
626,1832,31.0746,7.91403,23.1606
192,561,22.3177,5.69057,16.6271
176,550,22.4005,5.43042,16.9701
468,831,26.4508,9.52963,16.9212
168,1536,27.2771,2.68929,24.5878
294,297,19.1386,9.52073,9.61788
489,531,23.4645,11.2491,12.2153
215,556,20.6758,5.76562,14.9102
1617,1127,26.9231,15.8654,11.0577
1034,2830,26.8166,7.17607,19.6405
1001,2118,36.1372,11.5977,24.5395
321,809,27.9842,7.94948,20.0347
298,685,27.1098,8.21842,18.8913
498,682,22.5062,9.49838,13.0078
213,1629,27.4066,3.16917,24.2375
357,466,22.7789,9.88099,12.8979
579,628,22.6412,10.861,11.7802
275,532,20.1649,6.87156,13.2934
1049,684,19.5908,11.8585,7.73231
972,2477,23.0056,6.48346,16.5221
794,1543,29.489,10.0189,19.47
294,619,23.2079,7.47331,15.7346
355,724,27.0697,8.90617,18.1636
661,691,23.9929,11.7303,12.2626
309,1300,23.275,4.46984,18.8051
414,614,25.8421,10.4072,15.4349
594,536,21.5567,11.3316,10.2251
303,464,20.5025,8.09944,12.4031
892,437,18.3767,12.3341,6.04259
1071,2049,22.1497,7.60329,14.5464
973,1160,30.3846,13.8604,16.5242
263,502,21.9261,7.53798,14.3881
400,577,25.2585,10.3413,14.9173
863,674,25.2547,14.1801,11.0746
336,915,20.9372,5.62343,15.3138
506,833,32.0642,12.1169,19.9473
668,546,23.7434,13.0647,10.6787
392,471,23.2427,10.5575,12.6852
877,359,18.4947,13.1228,5.37184
1473,2144,26.8125,10.9192,15.8933
1376,1071,32.033,18.0128,14.0202
277,599,25.296,7.99884,17.2971
579,657,29.9782,14.0432,15.935
1166,743,28.8064,17.5947,11.2117
398,597,18.8126,7.52505,11.2876
575,1160,35.6117,11.8021,23.8095
711,558,25.2487,14.1464,11.1023
450,547,25.7889,11.6399,14.149
906,389,18.8172,13.1648,5.65243
1952,2631,30.6023,13.0342,17.5681
1620,807,30.1154,20.1017,10.0136
460,654,31.0739,12.8312,18.2427
753,726,31.827,16.204,15.623
1465,726,30.5536,20.4295,10.1241
586,566,21.2625,10.8158,10.4467
807,1336,38.3981,14.4598,23.9384
840,657,27.1984,15.2616,11.9368
743,715,30.6689,15.6289,15.04
1176,446,20.6361,14.9618,5.6743
2776,3041,33.8276,16.1433,17.6843
2158,1075,33.1013,22.0948,11.0065
662,717,33.9823,16.3135,17.6688
864,664,30.9249,17.4863,13.4386
1507,612,28.4544,20.2363,8.21807
569,408,19.097,11.122,7.97498
902,1177,37.0787,16.087,20.9916
827,658,28.2534,15.7344,12.519
696,813,31.9365,14.7302,17.2063
1235,498,21.1755,15.0904,6.08504
3782,2881,36.6522,20.8042,15.848
1879,661,28.5201,21.0981,7.42196
812,809,36.7157,18.3918,18.3239
998,515,31.3445,20.6754,10.6692
1345,507,25.8154,18.7483,7.06719
484,268,16.3656,10.5332,5.83243
821,912,34.9748,16.5691,18.4057
856,477,25.9036,16.6343,9.26934
738,624,30.5793,16.5694,14.0099
963,348,17.4544,12.8212,4.6332
4133,2462,37.4206,23.451,13.9696
1808,538,28.1025,21.6579,6.44466
947,690,35.587,20.587,15
1134,460,31.3841,22.3272,9.0569
1455,437,27.1917,20.9112,6.28054
517,232,16.3466,11.2833,5.06329
785,588,30.7503,17.5812,13.1691
711,354,22.7224,15.1696,7.55281
671,407,26.5976,16.5556,10.0419
707,294,14.9918,10.5886,4.40318
4396,2139,36.4026,24.4875,11.9151
1779,448,27.1552,21.6925,5.46275
927,611,35.7924,21.5732,14.2192
1061,358,30.8612,23.0753,7.78599
1142,364,24.831,18.8293,6.00165
535,192,17.2397,12.6867,4.553
664,429,26.6846,16.2109,10.4736
755,308,21.7605,15.4555,6.30502
684,277,23.7636,16.9139,6.84965
590,215,13.5819,9.95445,3.62747
3991,1560,33.2316,23.8925,9.33908
1312,280,23.4428,19.3197,4.1231
879,513,32.2222,20.3472,11.875
1005,290,28.7012,22.2739,6.4273
1092,334,22.8051,17.4636,5.34144
741,157,18.3453,15.1379,3.20735
539,252,21.4189,14.5952,6.82372
614,189,16.4078,12.546,3.86187
665,228,22.5562,16.7972,5.75903
710,213,13.07,10.0538,3.01614
3836,1242,30.2748,22.8701,7.40476
1219,298,20.42,16.4087,4.01131
553,320,30.062,19.0427,11.0193
1049,194,26.1629,22.0796,4.08335
877,281,18.8507,14.2764,4.57431
988,161,17.5661,15.1047,2.4614
475,214,18.1698,12.5264,5.64346
532,145,12.7208,9.99624,2.72454
600,150,16.8086,13.4469,3.36172
604,264,9.75939,6.7911,2.96829
3294,966,22.011,17.0197,4.99122
856,259,14.1677,10.8767,3.29098
561,311,20.2179,13.0072,7.21076
871,139,17.032,14.688,2.34401
488,131,10.121,7.97907,2.14192
796,111,10.8454,9.51812,1.32727
201,100,8.26015,5.51592,2.74424
260,93,6.49016,4.78029,1.70987
354,72,8.5013,7.06446,1.43684
302,148,4.66031,3.12759,1.53273
1501,509,10.0732,7.5223,2.55087
315,97,5.21849,3.98987,1.22863
208,146,8.0163,4.71014,3.30616
556,101,9.5522,8.08375,1.46845
134,45,4.35311,3.25875,1.09436
300,41,5.60394,4.93016,0.673788
32,18,2.18914,1.40105,0.788091
44,12,1.5959,1.25392,0.341978
75,15,2.42196,2.0183,0.40366
65,53,1.902,1.04771,0.854288
237,98,2.88843,2.04346,0.844973
50,27,1.43416,0.931272,0.502887
22,12,2.94118,1.90311,1.03806
125,21,3.10242,2.65618,0.446239
45,11,2.36887,1.90355,0.465313
64,13,2.00104,1.6632,0.337838
13,11,1.00671,0.545302,0.461409
12,8,0.980392,0.588235,0.392157
21,7,1.33971,1.00478,0.334928
19,14,0.794033,0.45717,0.336862
48,40,1.04712,0.571157,0.475964
9,13,0.8577,0.350877,0.506823
10,10,1.12233,0.561167,0.561167
14,4,0.622837,0.484429,0.138408
40,14,3.28867,2.43605,0.852619
10,1,0.381282,0.34662,0.034662
1,5,0.382166,0.0636943,0.318471
0,0,0,0,0
4,1,0.476644,0.381316,0.0953289
13,11,0.778968,0.421941,0.357027
15,8,0.50672,0.330469,0.17625
8,10,0.918367,0.408163,0.510204
3,1,0.336417,0.252313,0.0841043
2,2,0.226116,0.113058,0.113058
28,8,2.83912,2.2082,0.630915
1,0,0.0524384,0.0524384,0
7,12,1.30495,0.480769,0.824176
1,0,0.138504,0.138504,0
1,0,0.144718,0.144718,0
11,1,0.548446,0.502742,0.0457038
3,4,0.220334,0.0944287,0.125905
1,4,0.315259,0.0630517,0.252207
5,2,0.870647,0.621891,0.248756
2,1,0.214746,0.143164,0.071582
27,8,2.9191,2.25188,0.667223
0,0,0,0,0
1,1,0.161681,0.0808407,0.0808407
1,0,0.196078,0.196078,0
0,0,0,0,0
5,1,0.310398,0.258665,0.0517331
4,4,0.276817,0.138408,0.138408
3,1,0.267201,0.200401,0.0668003
0,0,0,0,0
3,1,0.324675,0.243506,0.0811688
1,0,0.0933707,0.0933707,0
2,0,0.184672,0.184672,0
2,2,0.475624,0.237812,0.237812
0,0,0,0,0
0,0,0,0,0
5,0,0.298507,0.298507,0
5,3,0.367985,0.229991,0.137994
2,0,0.126823,0.126823,0
2,1,0.595238,0.396825,0.198413
1,0,0.0993049,0.0993049,0
0,0,0,0,0
2,2,0.505051,0.252525,0.252525
0,1,0.139276,0,0.139276
1,0,0.231481,0.231481,0
0,0,0,0,0
7,6,0.831202,0.44757,0.383632
3,2,0.259471,0.155682,0.103788
3,4,0.637523,0.273224,0.364299
0,2,0.421941,0,0.421941
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0.334448,0,0.334448
1,1,0.426439,0.21322,0.21322
1,0,0.226244,0.226244,0
7,2,0.670141,0.521221,0.14892
2,2,0.225225,0.112613,0.112613
1,3,0.459242,0.114811,0.344432
0,0,0,0,0
0,0,0,0,0
1,0,0.155763,0.155763,0
1,0,0.148368,0.148368,0
1,1,0.364964,0.182482,0.182482
0,0,0,0,0
0,0,0,0,0
3,3,0.481155,0.240577,0.240577
2,0,0.134499,0.134499,0
1,3,0.381316,0.0953289,0.285987
1,1,0.4914,0.2457,0.2457
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0.251256,0,0.251256
0,0,0,0,0
0,0,0,0,0
5,0,0.45045,0.45045,0
0,2,0.157978,0,0.157978
1,0,0.104275,0.104275,0
0,0,0,0,0
1,0,0.162338,0.162338,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,5,0.547945,0.0913242,0.456621
1,0,0.0814996,0.0814996,0
0,1,0.13369,0,0.13369
1,0,0.266667,0.266667,0
6,6,2.00334,1.00167,1.00167
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0.229358,0,0.229358
0,0,0,0,0
5,2,0.730689,0.521921,0.208768
1,1,0.196271,0.0981354,0.0981354
2,4,0.667408,0.222469,0.444939
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0.274725,0.18315,0.0915751
6,3,0.947368,0.631579,0.315789
4,4,0.856531,0.428266,0.428266
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0.173762,0.173762,0
1,2,0.27027,0.0900901,0.18018
6,4,1.18064,0.708383,0.472255
0,1,0.276243,0,0.276243
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0.271003,0.271003,0
0,0,0,0,0
3,1,0.28777,0.215827,0.0719424
1,1,0.199203,0.0996016,0.0996016
1,3,0.441501,0.110375,0.331126
0,0,0,0,0
0,0,0,0,0
2,0,0.255102,0.255102,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0.151745,0,0.151745
2,1,0.255537,0.170358,0.0851789
1,2,0.357143,0.119048,0.238095
0,0,0,0,0
0,0,0,0,0
2,0,0.23753,0.23753,0
1,0,0.384615,0.384615,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,4,0.767018,0.383509,0.383509
2,0,0.182648,0.182648,0
4,5,1.08565,0.482509,0.603136
0,2,0.470588,0,0.470588
1,1,0.314961,0.15748,0.15748
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0.384615,0.192308,0.192308
0,0,0,0,0
1,0,0.0996016,0.0996016,0
3,0,0.30426,0.30426,0
0,3,0.610998,0,0.610998
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0.118765,0,0.118765
0,0,0,0,0
0,3,0.385109,0,0.385109
0,1,0.239234,0,0.239234
1,0,0.119904,0.119904,0
2,0,0.263505,0.263505,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0.209644,0.209644,0
1,0,0.0905797,0.0905797,0
0,3,0.389105,0,0.389105
1,0,0.215517,0.215517,0
0,0,0,0,0
2,1,0.371747,0.247831,0.123916
1,0,0.671141,0.671141,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0.315789,0.210526,0.105263
1,1,0.192308,0.0961538,0.0961538
0,2,0.396825,0,0.396825
0,0,0,0,0
0,0,0,0,0
1,0,0.125471,0.125471,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,4,0.551268,0.110254,0.441014
4,1,0.469484,0.375587,0.0938967
0,2,0.343053,0,0.343053
0,0,0,0,0
0,0,0,0,0
1,1,0.266667,0.133333,0.133333
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,12,1.64271,0.410678,1.23203
2,0,0.185185,0.185185,0
1,1,0.29985,0.149925,0.149925
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0.215517,0.107759,0.107759
3,0,0.260643,0.260643,0
2,4,0.745342,0.248447,0.496894
0,0,0,0,0
0,0,0,0,0
1,1,0.31348,0.15674,0.15674
0,0,0,0,0
0,1,0.245098,0,0.245098
0,0,0,0,0
0,0,0,0,0
4,2,0.642398,0.428266,0.214133
0,0,0,0,0
1,3,0.492005,0.123001,0.369004
0,0,0,0,0
0,0,0,0,0
2,0,0.285714,0.285714,0
0,0,0,0,0
0,0,0,0,0
2,2,0.470588,0.235294,0.235294
0,0,0,0,0
1,8,0.897308,0.0997009,0.797607
2,2,0.289855,0.144928,0.144928
7,5,1.30293,0.760043,0.542888
1,0,0.171821,0.171821,0
0,1,0.0892061,0,0.0892061
1,0,0.13369,0.13369,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,2,0.450857,0.270514,0.180343
0,0,0,0,0
8,7,1.2931,0.689655,0.603448
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,3,0.507246,0.289855,0.217391
5,6,0.73187,0.332668,0.399202
2,2,0.168919,0.0844595,0.0844595
7,10,1.1236,0.462657,0.660939
0,0,0,0,0
0,0,0,0,0
1,0,0.114025,0.114025,0
0,0,0,0,0
0,1,0.126904,0,0.126904
0,0,0,0,0
0,1,0.0667111,0,0.0667111
8,8,0.888395,0.444198,0.444198
9,3,0.382897,0.287173,0.0957243
11,10,1.1615,0.608407,0.553097
0,1,0.104932,0,0.104932
0,0,0,0,0
1,2,0.267618,0.0892061,0.178412
1,2,0.365408,0.121803,0.243605
0,2,0.272851,0,0.272851
2,3,0.291206,0.116482,0.174723
1,0,0.0643087,0.0643087,0
9,6,0.846024,0.507614,0.338409
5,4,0.291829,0.162127,0.129702
4,9,0.731159,0.224972,0.506187
1,0,0.166945,0.166945,0
2,1,0.192926,0.128617,0.0643087
1,0,0.0691085,0.0691085,0
2,1,0.344432,0.229621,0.114811
0,0,0,0,0
4,2,0.352113,0.234742,0.117371
0,0,0,0,0
2,5,0.367454,0.104987,0.262467
6,6,0.350672,0.175336,0.175336
4,7,0.610094,0.221852,0.388242
0,0,0,0,0
1,0,0.0575705,0.0575705,0
2,0,0.138122,0.138122,0
2,1,0.299103,0.199402,0.0997009
0,0,0,0,0
0,0,0,0,0
0,1,0.0597372,0,0.0597372
7,2,0.43881,0.341297,0.0975134
4,0,0.107267,0.107267,0
5,8,0.648379,0.249377,0.399002
0,0,0,0,0
0,2,0.0822707,0,0.0822707
5,4,0.565327,0.31407,0.251256
1,2,0.259067,0.0863558,0.172712
0,0,0,0,0
4,0,0.152672,0.152672,0
1,1,0.114745,0.0573723,0.0573723
10,9,0.890764,0.468823,0.421941
11,2,0.138726,0.117383,0.0213424
4,10,0.592467,0.169276,0.423191
0,0,0,0,0
0,0,0,0,0
0,2,0.121803,0,0.121803
1,1,0.107759,0.0538793,0.0538793
1,1,0.15674,0.0783699,0.0783699
3,0,0.0870322,0.0870322,0
0,3,0.154959,0,0.154959
4,9,0.550847,0.169492,0.381356
6,6,0.120361,0.0601805,0.0601805
9,16,0.796686,0.286807,0.509879
0,1,0.0862813,0,0.0862813
2,1,0.0838692,0.0559128,0.0279564
6,3,0.161319,0.107546,0.0537731
1,4,0.20284,0.040568,0.162272
1,1,0.141443,0.0707214,0.0707214
1,1,0.0466744,0.0233372,0.0233372
0,2,0.100452,0,0.100452
8,17,1.11907,0.358102,0.760967
13,5,0.173494,0.125301,0.0481928
6,24,0.84507,0.169014,0.676056
0,0,0,0,0
0,1,0.0316256,0,0.0316256
3,2,0.0673401,0.040404,0.026936
2,1,0.0949067,0.0632711,0.0316356
0,0,0,0,0
0,1,0.0270563,0,0.0270563
0,1,0.0475511,0,0.0475511
9,10,0.798991,0.378469,0.420521
4,5,0.0975927,0.0433745,0.0542182
4,18,0.723208,0.131492,0.591716
0,0,0,0,0
0,0,0,0,0
2,0,0.0313676,0.0313676,0
0,1,0.0327225,0,0.0327225
2,1,0.154639,0.103093,0.0515464
2,0,0.0388727,0.0388727,0
0,2,0.0894454,0,0.0894454
10,15,0.823995,0.329598,0.494397
5,0,0.0521648,0.0521648,0
7,31,1.25041,0.230339,1.02007
0,3,0.15949,0,0.15949
1,3,0.0971817,0.0242954,0.0728863
2,6,0.100075,0.0250188,0.0750563
2,4,0.168729,0.056243,0.112486
0,0,0,0,0
3,2,0.108366,0.0650195,0.0433463
1,1,0.0859107,0.0429553,0.0429553
7,13,0.56164,0.196574,0.365066
7,4,0.114931,0.0731376,0.0417929
5,42,1.5857,0.168691,1.417
1,1,0.0765697,0.0382848,0.0382848
0,1,0.041806,0,0.041806
1,7,0.0896258,0.0112032,0.0784226
1,5,0.186047,0.0310078,0.155039
1,2,0.178891,0.0596303,0.119261
2,0,0.0430478,0.0430478,0
2,4,0.28103,0.0936768,0.187354
11,13,0.686892,0.314825,0.372066
2,3,0.0581463,0.0232585,0.0348878
12,55,2.22888,0.399202,1.82967
0,2,0.0820681,0,0.0820681
0,0,0,0,0
5,2,0.0723439,0.0516742,0.0206697
1,0,0.0323939,0.0323939,0
0,0,0,0,0
1,1,0.0428816,0.0214408,0.0214408
2,5,0.336377,0.0961076,0.240269
7,10,0.536955,0.221099,0.315856
6,9,0.20083,0.080332,0.120498
11,36,1.69859,0.397542,1.30105
1,1,0.0981354,0.0490677,0.0490677
0,0,0,0,0
5,1,0.079639,0.0663658,0.0132732
1,4,0.175439,0.0350877,0.140351
0,1,0.0591366,0,0.0591366
1,1,0.040032,0.020016,0.020016
1,0,0.041511,0.041511,0
11,10,0.573144,0.300218,0.272926
2,1,0.0387948,0.0258632,0.0129316
8,56,1.15858,0.144823,1.01376
0,0,0,0,0
0,1,0.0544366,0,0.0544366
10,1,0.150417,0.136743,0.0136743
1,2,0.0974026,0.0324675,0.0649351
0,0,0,0,0
1,1,0.0359002,0.0179501,0.0179501
0,1,0.0402576,0,0.0402576
9,6,0.428694,0.257216,0.171478
1,3,0.0458558,0.0114639,0.0343918
11,75,1.44611,0.184967,1.26114
0,1,0.04095,0,0.04095
0,0,0,0,0
4,4,0.0869565,0.0434783,0.0434783
2,4,0.18276,0.0609199,0.12184
0,0,0,0,0
2,0,0.0413736,0.0413736,0
3,4,0.271845,0.116505,0.15534
8,6,0.400916,0.229095,0.171821
0,2,0.02552,0,0.02552
9,33,0.787697,0.168792,0.618905
0,0,0,0,0
0,0,0,0,0
2,0,0.0229121,0.0229121,0
0,3,0.0927357,0,0.0927357
0,1,0.0605327,0,0.0605327
1,1,0.0438308,0.0219154,0.0219154
1,2,0.113379,0.0377929,0.0755858
7,12,0.569715,0.209895,0.35982
2,3,0.0671141,0.0268456,0.0402685
8,42,0.978665,0.156586,0.822079
1,0,0.0475737,0.0475737,0
0,0,0,0,0
1,0,0.0133316,0.0133316,0
0,1,0.0341647,0,0.0341647
0,0,0,0,0
2,0,0.0553403,0.0553403,0
3,2,0.227894,0.136737,0.0911577
4,13,0.555919,0.130804,0.425114
0,3,0.0414536,0,0.0414536
2,28,0.587889,0.0391926,0.548697
0,1,0.0495786,0,0.0495786
0,0,0,0,0
0,1,0.0145751,0,0.0145751
1,2,0.0971188,0.0323729,0.0647459
0,0,0,0,0
1,0,0.0236911,0.0236911,0
0,0,0,0,0
9,3,0.387973,0.29098,0.0969932
3,5,0.125078,0.0469043,0.0781739
4,41,0.889152,0.0790358,0.810117
0,1,0.0391083,0,0.0391083
0,0,0,0,0
2,2,0.0603318,0.0301659,0.0301659
2,1,0.0999334,0.0666223,0.0333111
0,2,0.139665,0,0.139665
0,0,0,0,0
0,1,0.0412882,0,0.0412882
3,7,0.344709,0.103413,0.241296
2,4,0.0894055,0.0298018,0.0596036
4,18,0.471395,0.0857082,0.385687
0,1,0.0462535,0,0.0462535
0,0,0,0,0
2,2,0.0633914,0.0316957,0.0316957
0,0,0,0,0
1,0,0.0746269,0.0746269,0
2,1,0.0762583,0.0508388,0.0254194
2,1,0.135135,0.0900901,0.045045
3,2,0.190114,0.114068,0.0760456
1,2,0.0490036,0.0163345,0.0326691
9,6,0.420168,0.252101,0.168067
0,0,0,0,0
0,0,0,0,0
1,7,0.130442,0.0163052,0.114137
0,3,0.120676,0,0.120676
0,0,0,0,0
4,2,0.138857,0.0925712,0.0462856
0,0,0,0,0
6,5,0.415251,0.226501,0.18875
3,5,0.127592,0.0478469,0.0797448
2,8,0.217533,0.0435066,0.174027
0,1,0.0418936,0,0.0418936
1,0,0.0611621,0.0611621,0
0,3,0.0484496,0,0.0484496
1,1,0.0796813,0.0398406,0.0398406
0,1,0.0737463,0,0.0737463
0,0,0,0,0
0,1,0.0423908,0,0.0423908
7,5,0.448096,0.261389,0.186706
3,4,0.112994,0.0484262,0.0645682
2,2,0.0890274,0.0445137,0.0445137
1,0,0.0409668,0.0409668,0
0,0,0,0,0
0,4,0.060652,0,0.060652
1,0,0.0405186,0.0405186,0
0,3,0.184843,0,0.184843
2,2,0.0980152,0.0490076,0.0490076
0,0,0,0,0
7,3,0.37037,0.259259,0.111111
1,3,0.0665447,0.0166362,0.0499085
4,9,0.27957,0.0860215,0.193548
0,0,0,0,0
0,0,0,0,0
0,1,0.016218,0,0.016218
1,0,0.0361402,0.0361402,0
2,2,0.281492,0.140746,0.140746
1,1,0.0497512,0.0248756,0.0248756
0,1,0.0388048,0,0.0388048
8,2,0.375235,0.300188,0.0750469
2,3,0.0812348,0.0324939,0.0487409
8,5,0.276302,0.170032,0.10627
1,2,0.12837,0.0427899,0.0855798
0,0,0,0,0
3,1,0.0649035,0.0486776,0.0162259
1,2,0.102459,0.034153,0.068306
0,0,0,0,0
0,1,0.0248942,0,0.0248942
1,2,0.125576,0.0418585,0.083717
3,6,0.307798,0.102599,0.205198
4,4,0.126422,0.0632111,0.0632111
3,3,0.121384,0.0606919,0.0606919
0,1,0.0424989,0,0.0424989
0,0,0,0,0
1,0,0.0161082,0.0161082,0
1,0,0.0336134,0.0336134,0
0,2,0.128617,0,0.128617
1,0,0.0237812,0.0237812,0
2,0,0.0615195,0.0615195,0
7,3,0.397456,0.278219,0.119237
1,1,0.0352423,0.0176211,0.0176211
1,3,0.0853971,0.0213493,0.0640478
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0.0344709,0.0344709,0
0,0,0,0,0
0,0,0,0,0
0,1,0.0417711,0,0.0417711
7,6,0.450139,0.242382,0.207756
0,0,0,0,0
0,5,0.101051,0,0.101051
0,1,0.0472813,0,0.0472813
0,0,0,0,0
2,1,0.14985,0.0999001,0.04995
1,0,0.0315159,0.0315159,0
0,1,0.0749625,0,0.0749625
0,1,0.0214592,0,0.0214592
0,1,0.0389408,0,0.0389408
4,4,0.266489,0.133245,0.133245
3,2,0.0913576,0.0548145,0.036543
1,1,0.0427259,0.021363,0.021363
0,2,0.175593,0,0.175593
0,0,0,0,0
0,1,0.0514933,0,0.0514933
0,0,0,0,0
0,0,0,0,0
1,0,0.0222124,0.0222124,0
0,1,0.0440529,0,0.0440529
5,4,0.310131,0.172295,0.137836
4,4,0.169133,0.0845666,0.0845666
0,5,0.0962094,0,0.0962094
1,0,0.04,0.04,0
0,0,0,0,0
0,2,0.0878735,0,0.0878735
1,0,0.0342231,0.0342231,0
0,1,0.0786782,0,0.0786782
0,0,0,0,0
0,0,0,0,0
5,4,0.330154,0.183419,0.146735
5,2,0.142537,0.101812,0.0407249
4,2,0.113679,0.0757863,0.0378931
0,0,0,0,0
0,0,0,0,0
2,0,0.0817661,0.0817661,0
0,1,0.0315756,0,0.0315756
2,3,0.428082,0.171233,0.256849
0,0,0,0,0
0,1,0.0513875,0,0.0513875
5,8,0.470844,0.181094,0.28975
0,1,0.0223864,0,0.0223864
3,1,0.0771307,0.0578481,0.0192827
0,0,0,0,0
0,0,0,0,0
0,1,0.0418585,0,0.0418585
0,0,0,0,0
2,0,0.186047,0.186047,0
1,0,0.0251636,0.0251636,0
0,1,0.0523013,0,0.0523013
10,8,0.635593,0.353107,0.282486
2,1,0.0693161,0.0462107,0.0231054
2,1,0.0612245,0.0408163,0.0204082
0,0,0,0,0
0,0,0,0,0
0,1,0.050813,0,0.050813
0,1,0.0318573,0,0.0318573
0,0,0,0,0
3,0,0.0709555,0.0709555,0
0,0,0,0,0
12,7,0.731332,0.461894,0.269438
3,7,0.246366,0.0739098,0.172456
2,4,0.119641,0.0398804,0.0797607
0,0,0,0,0
0,0,0,0,0
2,2,0.214477,0.107239,0.107239
1,0,0.0338181,0.0338181,0
0,0,0,0,0
0,0,0,0,0
1,0,0.0526593,0.0526593,0
5,5,0.488281,0.244141,0.244141
0,13,0.351351,0,0.351351
6,3,0.297521,0.198347,0.0991736
0,0,0,0,0
0,1,0.0625391,0,0.0625391
1,0,0.0539374,0.0539374,0
1,1,0.0675219,0.033761,0.033761
0,0,0,0,0
1,0,0.0302755,0.0302755,0
0,0,0,0,0
4,3,0.358056,0.204604,0.153453
1,8,0.256046,0.0284495,0.227596
1,3,0.131105,0.0327761,0.0983284
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0.0339789,0,0.0339789
0,0,0,0,0
1,1,0.0641026,0.0320513,0.0320513
0,0,0,0,0
2,3,0.272183,0.108873,0.16331
2,9,0.316365,0.0575209,0.258844
3,4,0.136852,0.058651,0.0782014
0,1,0.0305717,0,0.0305717
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,2,0.289482,0.225153,0.0643294
3,0,0.152983,0.152983,0
2,1,0.158562,0.105708,0.0528541
3,8,0.307951,0.0839866,0.223964
2,1,0.0597253,0.0398168,0.0199084
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0.0619771,0.0309885,0.0309885
0,0,0,0,0
3,2,0.280741,0.168445,0.112296
2,10,0.339655,0.0566091,0.283046
2,3,0.14758,0.0590319,0.0885478
1,1,0.0852152,0.0426076,0.0426076
0,0,0,0,0
2,0,0.11217,0.11217,0
1,0,0.0357526,0.0357526,0
0,0,0,0,0
0,1,0.0323102,0,0.0323102
0,0,0,0,0
2,5,0.420673,0.120192,0.300481
0,1,0.0282167,0,0.0282167
1,4,0.0976753,0.0195351,0.0781403
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0.0886918,0,0.0886918
0,0,0,0,0
3,0,0.126689,0.126689,0
0,0,0,0,0
0,1,0.0667557,0,0.0667557
0,0,0,0,0
2,5,0.124334,0.035524,0.0888099
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3,0.10218,0,0.10218
1,2,0.303644,0.101215,0.202429
