Current Season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend
2024-25,NOV,11713,166917,Guam,0.0702,Overall,"2024-25, Guam: Overall"
2024-25,OCT,2566,30474,Alaska,0.0842,2-4 years,"2024-25, Alaska: 2-4 years"
2023-24,FEB,,,Massachusetts,,5-8 years,"2023-24, Massachusetts: 5-8 years"
2023-24,JAN,22948,155213,Nevada,0.1478,5-8 years,"2023-24, Nevada: 5-8 years"
2023-24,JUL,0,4619939,Georgia,0,18-49 years,"2023-24, Georgia: 18-49 years"
2023-24,JUL,0,121631,Indiana,0,6-23 months,"2023-24, Indiana: 6-23 months"
2023-24,JUN,954158,3475334,Kentucky,0.2746,18+ years,"2023-24, Kentucky: 18+ years"
2023-24,MAR,34261,201249,Arkansas,0.1702,13-17 years,"2023-24, Arkansas: 13-17 years"
2022-23,FEB,31491,198053,Nevada,0.159,13-17 years,"2022-23, Nevada: 13-17 years"
2022-23,JAN,17663,72986,New Mexico,0.242,2-4 years,"2022-23, New Mexico: 2-4 years"
2022-23,MAR,41906,95876,Alaska,0.4371,65+ years,"2022-23, Alaska: 65+ years"
2022-23,MAY,361182,1190710,Missouri,0.3033,50-64 years,"2022-23, Missouri: 50-64 years"
2022-23,NOV,,,Virginia,,2-4 years,"2022-23, Virginia: 2-4 years"
2022-23,NOV,46882,207146,Montana,0.2263,50-64 years,"2022-23, Montana: 50-64 years"
2024-25,OCT,101,2844,Federated States of Micronesia,0.0355,6-23 months,"2024-25, Federated States of Micronesia: 6-23 months"
2023-24,DEC,54966,302877,Missouri,0.1815,5-8 years,"2023-24, Missouri: 5-8 years"
2023-24,FEB,18675,38454,Maine,0.4856,2-4 years,"2023-24, Maine: 2-4 years"
2023-24,JUL,123,2089234,Illinois,0.0001,65+ years,"2023-24, Illinois: 65+ years"
2023-24,MAY,,,Hawaii,,18+ years,"2023-24, Hawaii: 18+ years"
2023-24,OCT,447420,1089714,Missouri,0.4106,65+ years,"2023-24, Missouri: 65+ years"
2024-25,OCT,56,5553,U.S. Virgin Islands ,0.0101,5-8 years,"2024-25, U.S. Virgin Islands : 5-8 years"
2022-23,MAR,,,Kansas,,6-23 months,"2022-23, Kansas: 6-23 months"
2023-24,AUG,28,110501,Vermont,0.0003,6 months to 17 years,"2023-24, Vermont: 6 months to 17 years"
2023-24,JAN,275934,1829101,Kentucky,0.1509,18-49 years,"2023-24, Kentucky: 18-49 years"
2023-24,JUL,125,2220720,Pennsylvania,0.0001,65+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 65+ years"
2023-24,MAY,92251,561642,Mississippi,0.1643,50-64 years,"2023-24, Mississippi: 50-64 years"
2023-24,MAY,2821825,9912630.5,Michigan,0.2847,Overall,"2023-24, Michigan: Overall"
2023-24,NOV,0,188755.5,Georgia,0,6-23 months,"2023-24, Georgia: 6-23 months"
2024-25,DEC,393657,1415568,Washington,0.2781,50-64 years,"2024-25, Washington: 50-64 years"
2024-25,NOV,65605,1212056,Mississippi,0.0541,18-49 years,"2024-25, Mississippi: 18-49 years"
2022-23,OCT,17852,108572.5,Missouri,0.1644,6-23 months,"2022-23, Missouri: 6-23 months"
2023-24,AUG,130,109896,New Mexico,0.0012,9-12 years,"2023-24, New Mexico: 9-12 years"
2024-25,AUG,92,181154,Louisiana,0.0005,2-4 years,"2024-25, Louisiana: 2-4 years"
2024-25,JUL,0,396292,Georgia,0,2-4 years,"2024-25, Georgia: 2-4 years"
2024-25,SEP,0,4023,Republic of Palau,0,50-64 years,"2024-25, Republic of Palau: 50-64 years"
2022-23,JAN,76358,352593,South Dakota,0.2166,18-49 years,"2022-23, South Dakota: 18-49 years"
2022-23,NOV,221927,784957,Oregon,0.2827,50-64 years,"2022-23, Oregon: 50-64 years"
2023-24,APR,4067,38687,Wyoming,0.1051,13-17 years,"2023-24, Wyoming: 13-17 years"
2023-24,APR,682192,4391080,New York State,0.1554,18-49 years,"2023-24, New York (excluding New York City): 18-49 years"
2023-24,AUG,667,342016,Michigan,0.002,2-4 years,"2023-24, Michigan: 2-4 years"
2023-24,DEC,303373,1227144.5,Wisconsin,0.2472,6 months to 17 years,"2023-24, Wisconsin: 6 months to 17 years"
2024-25,OCT,155475,1526214,Indiana,0.1019,6 months to 17 years,"2024-25, Indiana: 6 months to 17 years"
2023-24,JAN,70966,201301,Delaware,0.3525,50-64 years,"2023-24, Delaware: 50-64 years"
2023-24,MAR,,,Houston,,13-17 years,"2023-24, Houston: 13-17 years"
2023-24,OCT,,,Nebraska,,65+ years,"2023-24, Nebraska: 65+ years"
2024-25,JAN,498133,2502483,Ohio,0.1991,6 months to 17 years,"2024-25, Ohio: 6 months to 17 years"
2024-25,JUL,0,192782,Oregon,0,5-8 years,"2024-25, Oregon: 5-8 years"
2024-25,NOV,1813767,8789112,New York State,0.2064,18+ years,"2024-25, New York (excluding New York City): 18+ years"
2022-23,DEC,2956,20301,N. Mariana Islands,0.1456,18-49 years,"2022-23, N. Mariana Islands: 18-49 years"
2022-23,FEB,676805,1640786,New York City,0.4125,6 months to 17 years,"2022-23, New York City: 6 months to 17 years"
2022-23,JUL,84,1816139.5,Idaho,0,Overall,"2022-23, Idaho: Overall"
2022-23,JUN,8214,26925,District of Columbia,0.3051,13-17 years,"2022-23, District of Columbia: 13-17 years"
2022-23,MAR,2315990,8567802,California,0.2703,6 months to 17 years,"2022-23, California: 6 months to 17 years"
2022-23,OCT,613148,3145074,Iowa,0.195,Overall,"2022-23, Iowa: Overall"
2022-23,SEP,,,Nebraska,,18+ years,"2022-23, Nebraska: 18+ years"
2023-24,AUG,856,322101,Idaho,0.0027,50-64 years,"2023-24, Idaho: 50-64 years"
2024-25,JAN,,,Hawaii,,6-23 months,"2024-25, Hawaii: 6-23 months"
2024-25,JUL,0,20301,N. Mariana Islands,0,18-49 years,"2024-25, N. Mariana Islands: 18-49 years"
2024-25,SEP,66720,1966287,California,0.0339,5-8 years,"2024-25, California: 5-8 years"
2022-23,JUN,800379,3012504.5,Arkansas,0.2657,Overall,"2022-23, Arkansas: Overall"
2022-23,MAY,0,4619939,Georgia,0,18-49 years,"2022-23, Georgia: 18-49 years"
2023-24,AUG,,,Massachusetts,,18+ years,"2023-24, Massachusetts: 18+ years"
2023-24,SEP,399953,5801275.5,Wisconsin,0.0689,Overall,"2023-24, Wisconsin: Overall"
2024-25,NOV,8860,203909,Mississippi,0.0435,13-17 years,"2024-25, Mississippi: 13-17 years"
2022-23,FEB,478313,789527,Oregon,0.6058,65+ years,"2022-23, Oregon: 65+ years"
2022-23,JAN,3278527,29172250,Texas,0.1124,Overall,"2022-23, Texas: Overall"
2022-23,JUL,74,1052713,Louisiana,0.0001,6 months to 17 years,"2022-23, Louisiana: 6 months to 17 years"
2023-24,FEB,9441,51927,Montana,0.1818,5-8 years,"2023-24, Montana: 5-8 years"
2023-24,JAN,54893,387986,District of Columbia,0.1415,18-49 years,"2023-24, District of Columbia: 18-49 years"
2023-24,JUL,4,1278429,Iowa,3.1288e-06,18-49 years,"2023-24, Iowa: 18-49 years"
2023-24,JUL,5,174496,New York State,0,6-23 months,"2023-24, New York (excluding New York City): 6-23 months"
2023-24,NOV,69875,274405,Colorado,0.2546,5-8 years,"2023-24, Colorado: 5-8 years"
2023-24,SEP,4867,242051,Louisiana,0.0201,5-8 years,"2023-24, Louisiana: 5-8 years"
2023-24,SEP,148983,3956445.5,Oklahoma,0.0377,Overall,"2023-24, Oklahoma: Overall"
2024-25,DEC,82388,449237,Wyoming,0.1834,18+ years,"2024-25, Wyoming: 18+ years"
2024-25,SEP,,,Massachusetts,,13-17 years,"2024-25, Massachusetts: 13-17 years"
2022-23,APR,48381,121631,Indiana,0.3978,6-23 months,"2022-23, Indiana: 6-23 months"
2022-23,AUG,630,347351,Indiana,0.0018,5-8 years,"2022-23, Indiana: 5-8 years"
2022-23,AUG,,,Kansas,,6-23 months,"2022-23, Kansas: 6-23 months"
2022-23,JAN,,,Houston,,2-4 years,"2022-23, Houston: 2-4 years"
2022-23,JUL,20,222285,Connecticut,0.0001,13-17 years,"2022-23, Connecticut: 13-17 years"
2022-23,JUL,553,11148453,Pennsylvania,0,Overall,"2022-23, Pennsylvania (excluding Philadelphia County): Overall"
2023-24,MAR,13109,136345,Puerto Rico,0.0961,9-12 years,"2023-24, Puerto Rico: 9-12 years"
2024-25,OCT,341745,1884782,New Jersey,0.1813,6 months to 17 years,"2024-25, New Jersey: 6 months to 17 years"
2022-23,MAY,,,Hawaii,,6 months to 17 years,"2022-23, Hawaii: 6 months to 17 years"
2022-23,NOV,63075,1286583,Puerto Rico,0.049,18-49 years,"2022-23, Puerto Rico: 18-49 years"
2022-23,OCT,26,7639,American Samoa,0.0034,50-64 years,"2022-23, American Samoa: 50-64 years"
2023-24,APR,665699,2225691,Pennsylvania,0.2991,6 months to 17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 6 months to 17 years"
2023-24,AUG,0,1139.5,N. Mariana Islands,0,6-23 months,"2023-24, N. Mariana Islands: 6-23 months"
2023-24,JAN,1480340,4721883,Maryland,0.3135,18+ years,"2023-24, Maryland: 18+ years"
2022-23,APR,7120,36075,N. Mariana Islands,0.1974,18+ years,"2022-23, N. Mariana Islands: 18+ years"
2022-23,NOV,,,Hawaii,,5-8 years,"2022-23, Hawaii: 5-8 years"
2022-23,NOV,360424,645996,Connecticut,0.5579,65+ years,"2022-23, Connecticut: 65+ years"
2023-24,JAN,1334502,7380696.5,Arizona,0.1808,Overall,"2023-24, Arizona: Overall"
2023-24,JUN,,,Rhode Island,,2-4 years,"2023-24, Rhode Island: 2-4 years"
2023-24,MAY,1286711,7246622.5,Texas,0.1776,6 months to 17 years,"2023-24, Texas: 6 months to 17 years"
2022-23,NOV,2295,29342,Marshall Islands,0.0782,6 months to 17 years,"2022-23, Marshall Islands: 6 months to 17 years"
2022-23,SEP,144693,3364376,Washington,0.043,18-49 years,"2022-23, Washington: 18-49 years"
2023-24,AUG,540,461203,New Mexico,0.0012,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years"
2023-24,DEC,14518,18790,Maine,0.7726,6-23 months,"2023-24, Maine: 6-23 months"
2023-24,JUL,,,New Hampshire,,9-12 years,"2023-24, New Hampshire: 9-12 years"
2023-24,MAY,625026,1089714,Missouri,0.5736,65+ years,"2023-24, Missouri: 65+ years"
2023-24,NOV,166650,905560.5,Utah,0.184,6 months to 17 years,"2023-24, Utah: 6 months to 17 years"
2024-25,AUG,1348,593437,Iowa,0.0023,50-64 years,"2024-25, Iowa: 50-64 years"
2024-25,JAN,,,Arizona,,18-49 years,"2024-25, Arizona: 18-49 years"
2024-25,JAN,,,Wyoming,,9-12 years,"2024-25, Wyoming: 9-12 years"
2024-25,JUL,13,226967,Philadelphia,0.0001,65+ years,"2024-25, Philadelphia: 65+ years"
2022-23,AUG,148,109896,New Mexico,0.0013,9-12 years,"2022-23, New Mexico: 9-12 years"
2022-23,MAR,399192,1806245,Oregon,0.221,18-49 years,"2022-23, Oregon: 18-49 years"
2022-23,MAR,3089435,9912630.5,Michigan,0.3117,Overall,"2022-23, Michigan: Overall"
2023-24,APR,577204,2341888,Wisconsin,0.2465,18-49 years,"2023-24, Wisconsin: 18-49 years"
2023-24,FEB,9200,32005,District of Columbia,0.2875,5-8 years,"2023-24, District of Columbia: 5-8 years"
2023-24,JAN,,,Massachusetts,,9-12 years,"2023-24, Massachusetts: 9-12 years"
2024-25,JAN,,,Louisiana,,2-4 years,"2024-25, Louisiana: 2-4 years"
2024-25,OCT,18142,108572.5,Missouri,0.1671,6-23 months,"2024-25, Missouri: 6-23 months"
2023-24,JUL,126,2627928,Colorado,0,18-49 years,"2023-24, Colorado: 18-49 years"
2023-24,MAR,179713,313043,New Jersey,0.5741,2-4 years,"2023-24, New Jersey: 2-4 years"
2023-24,NOV,148669,1229950,Arkansas,0.1209,18-49 years,"2023-24, Arkansas: 18-49 years"
2023-24,NOV,,,Nebraska,,9-12 years,"2023-24, Nebraska: 9-12 years"
2023-24,SEP,16540,95876,Alaska,0.1725,65+ years,"2023-24, Alaska: 65+ years"
2024-25,AUG,1163,89833,District of Columbia,0.0129,65+ years,"2024-25, District of Columbia: 65+ years"
2022-23,DEC,,,New Hampshire,,Overall,"2022-23, New Hampshire: Overall"
2022-23,JAN,58657,133652,Vermont,0.4389,50-64 years,"2022-23, Vermont: 50-64 years"
2022-23,JUN,24717,108898,Wyoming,0.227,50-64 years,"2022-23, Wyoming: 50-64 years"
2023-24,FEB,,,Chicago,,18+ years,"2023-24, Chicago: 18+ years"
2023-24,MAR,68994,375524,Arizona,0.1837,9-12 years,"2023-24, Arizona: 9-12 years"
2023-24,MAY,167728,373569,West Virginia,0.449,65+ years,"2023-24, West Virginia: 65+ years"
2024-25,DEC,61434,171599,Pennsylvania,0.358,6-23 months,"2024-25, Pennsylvania (excluding Philadelphia County): 6-23 months"
2024-25,JAN,9293,101371,Federated States of Micronesia,0.0917,Overall,"2024-25, Federated States of Micronesia: Overall"
2024-25,JUL,,,New Hampshire,,6 months to 17 years,"2024-25, New Hampshire: 6 months to 17 years"
2022-23,JAN,7,5553,U.S. Virgin Islands ,0.0013,5-8 years,"2022-23, U.S. Virgin Islands : 5-8 years"
2023-24,AUG,28,32606.5,Idaho,0.0009,6-23 months,"2023-24, Idaho: 6-23 months"
2023-24,FEB,214454,839769,Oregon,0.2554,6 months to 17 years,"2023-24, Oregon: 6 months to 17 years"
2023-24,JAN,7505,15908.5,Delaware,0.4717,6-23 months,"2023-24, Delaware: 6-23 months"
2023-24,JUN,,,Nebraska,,18+ years,"2023-24, Nebraska: 18+ years"
2023-24,SEP,74,3019,N. Mariana Islands,0.0245,5-8 years,"2023-24, N. Mariana Islands: 5-8 years"
2024-25,AUG,,,New Hampshire,,50-64 years,"2024-25, New Hampshire: 50-64 years"
2024-25,DEC,,,Nebraska,,50-64 years,"2024-25, Nebraska: 50-64 years"
2024-25,JAN,3476125,17482580,Florida,0.1988,18+ years,"2024-25, Florida: 18+ years"
2024-25,JUL,151,1829219,New Jersey,0.0001,50-64 years,"2024-25, New Jersey: 50-64 years"
2024-25,NOV,56831,1286583,Puerto Rico,0.0442,18-49 years,"2024-25, Puerto Rico: 18-49 years"
2024-25,NOV,35848,213250,Utah,0.1681,9-12 years,"2024-25, Utah: 9-12 years"
2022-23,APR,45900,110501,Vermont,0.4154,6 months to 17 years,"2022-23, Vermont: 6 months to 17 years"
2022-23,DEC,1033,3754,N. Mariana Islands,0.2752,65+ years,"2022-23, N. Mariana Islands: 65+ years"
2022-23,FEB,1609497,7380696.5,Arizona,0.2181,Overall,"2022-23, Arizona: Overall"
2022-23,MAR,40628,301827,Louisiana,0.1346,13-17 years,"2022-23, Louisiana: 13-17 years"
2022-23,MAY,954691,8294423,North Carolina,0.1151,18+ years,"2022-23, North Carolina: 18+ years"
2022-23,SEP,38404,197594,Delaware,0.1944,65+ years,"2022-23, Delaware: 65+ years"
2024-25,NOV,,,Virginia,,2-4 years,"2024-25, Virginia: 2-4 years"
2024-25,OCT,39,6226,U.S. Virgin Islands ,0.0063,9-12 years,"2024-25, U.S. Virgin Islands : 9-12 years"
2023-24,APR,20118,73805.5,Oklahoma,0.2726,6-23 months,"2023-24, Oklahoma: 6-23 months"
2023-24,JAN,1719998,8294423,North Carolina,0.2074,18+ years,"2023-24, North Carolina: 18+ years"
2024-25,AUG,,,Massachusetts,,50-64 years,"2024-25, Massachusetts: 50-64 years"
2024-25,DEC,78422,561642,Mississippi,0.1396,50-64 years,"2024-25, Mississippi: 50-64 years"
2024-25,DEC,33363,130824,North Dakota,0.255,50-64 years,"2024-25, North Dakota: 50-64 years"
2024-25,JAN,,,West Virginia,,13-17 years,"2024-25, West Virginia: 13-17 years"
2022-23,FEB,63311,253562,Indiana,0.2497,2-4 years,"2022-23, Indiana: 2-4 years"
2022-23,JAN,900026,4616751,Louisiana,0.1949,Overall,"2022-23, Louisiana: Overall"
2022-23,JUL,21,1091861,Minnesota,0,50-64 years,"2022-23, Minnesota: 50-64 years"
2022-23,NOV,95551,213392,Montana,0.4478,65+ years,"2022-23, Montana: 65+ years"
2022-23,SEP,5780,163198.5,Michigan,0.0354,6-23 months,"2022-23, Michigan: 6-23 months"
2023-24,AUG,185,123698.5,Arizona,0.0015,6-23 months,"2023-24, Arizona: 6-23 months"
2024-25,OCT,249722,1222456,Maryland,0.2043,50-64 years,"2024-25, Maryland: 50-64 years"
2024-25,OCT,207,7700,Marshall Islands,0.0269,50-64 years,"2024-25, Marshall Islands: 50-64 years"
2023-24,JAN,633019,2335478,Pennsylvania,0.271,50-64 years,"2023-24, Pennsylvania (excluding Philadelphia County): 50-64 years"
2023-24,JUL,18,607964,Illinois,0,5-8 years,"2023-24, Illinois: 5-8 years"
2023-24,SEP,136,36097,Marshall Islands,0.0038,18-49 years,"2023-24, Marshall Islands: 18-49 years"
2023-24,SEP,335834,5373433,Tennessee,0.0625,18+ years,"2023-24, Tennessee: 18+ years"
2024-25,AUG,,,Virginia,,50-64 years,"2024-25, Virginia: 50-64 years"
2024-25,OCT,134937,875398,Kentucky,0.1541,50-64 years,"2024-25, Kentucky: 50-64 years"
2022-23,DEC,164645,816314,Illinois,0.2017,13-17 years,"2022-23, Illinois: 13-17 years"
2022-23,DEC,713068,3956445.5,Oklahoma,0.1802,Overall,"2022-23, Oklahoma: Overall"
2022-23,JAN,,,Kansas,,13-17 years,"2022-23, Kansas: 13-17 years"
2022-23,JAN,1342635,3539890,Connecticut,0.3793,Overall,"2022-23, Connecticut: Overall"
2022-23,MAY,10557,24859,Vermont,0.4247,5-8 years,"2022-23, Vermont: 5-8 years"
2022-23,OCT,109976,1059160,Alabama,0.1038,6 months to 17 years,"2022-23, Alabama: 6 months to 17 years"
2023-24,APR,,,New Hampshire,,50-64 years,"2023-24, New Hampshire: 50-64 years"
2023-24,DEC,270294,653159,Oklahoma,0.4138,65+ years,"2023-24, Oklahoma: 65+ years"
2023-24,OCT,47778,171599,Pennsylvania,0.2784,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months"
2024-25,AUG,3081,726305,Alaska,0.0042,Overall,"2024-25, Alaska: Overall"
2022-23,FEB,1071865,1812441,Michigan,0.5914,65+ years,"2022-23, Michigan: 65+ years"
2022-23,NOV,13222,149649,Mississippi,0.0884,5-8 years,"2022-23, Mississippi: 5-8 years"
2022-23,SEP,22495,365488,New York State,0.0615,2-4 years,"2022-23, New York (excluding New York City): 2-4 years"
2023-24,APR,,,Virginia,,9-12 years,"2023-24, Virginia: 9-12 years"
2023-24,AUG,4939,2502483,Ohio,0.002,6 months to 17 years,"2023-24, Ohio: 6 months to 17 years"
2023-24,DEC,130348,1052713,Louisiana,0.1238,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years"
2024-25,AUG,1682,95876,Alaska,0.0175,65+ years,"2024-25, Alaska: 65+ years"
2024-25,JUL,48,1478793,Utah,0,18-49 years,"2024-25, Utah: 18-49 years"
2024-25,NOV,104968,955019,Florida,0.1099,9-12 years,"2024-25, Florida: 9-12 years"
2024-25,SEP,17303,295984,Maryland,0.0585,5-8 years,"2024-25, Maryland: 5-8 years"
2023-24,JUL,4,1247874,Washington,3.2055e-06,65+ years,"2023-24, Washington: 65+ years"
2023-24,JUN,0,188755.5,Georgia,0,6-23 months,"2023-24, Georgia: 6-23 months"
2023-24,MAR,,,Hawaii,,2-4 years,"2023-24, Hawaii: 2-4 years"
2023-24,MAR,61948,199448,Wisconsin,0.3106,2-4 years,"2023-24, Wisconsin: 2-4 years"
2023-24,SEP,17274,274405,Colorado,0.063,5-8 years,"2023-24, Colorado: 5-8 years"
2023-24,SEP,,,Houston,,18+ years,"2023-24, Houston: 18+ years"
2022-23,FEB,1122,10382,Federated States of Micronesia,0.1081,13-17 years,"2022-23, Federated States of Micronesia: 13-17 years"
2022-23,MAR,231583,1926749,Louisiana,0.1202,18-49 years,"2022-23, Louisiana: 18-49 years"
2022-23,MAY,397792,645996,Connecticut,0.6158,65+ years,"2022-23, Connecticut: 65+ years"
2022-23,NOV,665962,1047935,Wisconsin,0.6355,65+ years,"2022-23, Wisconsin: 65+ years"
2022-23,OCT,5612,187055,Puerto Rico,0.03,13-17 years,"2022-23, Puerto Rico: 13-17 years"
2023-24,DEC,,,New Hampshire,,50-64 years,"2023-24, New Hampshire: 50-64 years"
2024-25,DEC,,,Alabama,,2-4 years,"2024-25, Alabama: 2-4 years"
2023-24,JUN,1811054,8294423,North Carolina,0.2183,18+ years,"2023-24, North Carolina: 18+ years"
2023-24,MAR,656597,2707942,Illinois,0.2425,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years"
2023-24,MAR,43782,95451.5,Wisconsin,0.4587,6-23 months,"2023-24, Wisconsin: 6-23 months"
2023-24,MAR,358189,981560.5,Delaware,0.3649,Overall,"2023-24, Delaware: Overall"
2023-24,MAY,,,Hawaii,,5-8 years,"2023-24, Hawaii: 5-8 years"
2024-25,AUG,4151,197594,Delaware,0.021,65+ years,"2024-25, Delaware: 65+ years"
2022-23,APR,47957,95451.5,Wisconsin,0.5024,6-23 months,"2022-23, Wisconsin: 6-23 months"
2022-23,JAN,83934,275092,Wisconsin,0.3051,5-8 years,"2022-23, Wisconsin: 5-8 years"
2022-23,JUN,748690,2320603,Utah,0.3226,18+ years,"2022-23, Utah: 18+ years"
2022-23,NOV,47220,205956,Utah,0.2293,5-8 years,"2022-23, Utah: 5-8 years"
2022-23,SEP,139375,2237082,New York State,0.0623,6 months to 17 years,"2022-23, New York (excluding New York City): 6 months to 17 years"
2023-24,APR,421465,770835,Kentucky,0.5468,65+ years,"2023-24, Kentucky: 65+ years"
2023-24,AUG,4541,434609,New Jersey,0.0104,9-12 years,"2023-24, New Jersey: 9-12 years"
2023-24,MAR,1382001,3539890,Connecticut,0.3904,Overall,"2023-24, Connecticut: Overall"
2024-25,AUG,82,212574,South Dakota,0.0004,6 months to 17 years,"2024-25, South Dakota: 6 months to 17 years"
2022-23,APR,77896,351878,Indiana,0.2214,9-12 years,"2022-23, Indiana: 9-12 years"
2022-23,JUL,0,15564.5,North Dakota,0,6-23 months,"2022-23, North Dakota: 6-23 months"
2022-23,MAR,3820,52373,Guam,0.0729,6 months to 17 years,"2022-23, Guam: 6 months to 17 years"
2023-24,AUG,383,212202,Minnesota,0.0018,2-4 years,"2023-24, Minnesota: 2-4 years"
2023-24,DEC,112973,360714,New York City,0.3132,9-12 years,"2023-24, New York City: 9-12 years"
2023-24,JUL,14,515686,Pennsylvania,0,9-12 years,"2023-24, Pennsylvania (excluding Philadelphia County): 9-12 years"
2023-24,JUL,4,73520,Philadelphia,0.0001,9-12 years,"2023-24, Philadelphia: 9-12 years"
2023-24,JUN,,,Rhode Island,,18-49 years,"2023-24, Rhode Island: 18-49 years"
2023-24,MAY,108964,332603,Florida,0.3276,6-23 months,"2023-24, Florida: 6-23 months"
2024-25,DEC,41106,105584.5,Maryland,0.3893,6-23 months,"2024-25, Maryland: 6-23 months"
2022-23,APR,450954,1816139.5,Idaho,0.2483,Overall,"2022-23, Idaho: Overall"
2022-23,JUL,411,8922762,Pennsylvania,0,18+ years,"2022-23, Pennsylvania (excluding Philadelphia County): 18+ years"
2022-23,MAY,168739,503705,New York State,0.335,5-8 years,"2022-23, New York (excluding New York City): 5-8 years"
2022-23,MAY,5233,29524,Wyoming,0.1772,5-8 years,"2022-23, Wyoming: 5-8 years"
2022-23,SEP,787,12020,N. Mariana Islands,0.0655,50-64 years,"2022-23, N. Mariana Islands: 50-64 years"
2023-24,DEC,1798101,6027818,Washington,0.2983,18+ years,"2023-24, Washington: 18+ years"
2023-24,JAN,35618,124975.5,District of Columbia,0.285,6 months to 17 years,"2023-24, District of Columbia: 6 months to 17 years"
2023-24,JAN,2860,14422,Alaska,0.1983,6-23 months,"2023-24, Alaska: 6-23 months"
2023-24,OCT,5516,114544,Guam,0.0482,18+ years,"2023-24, Guam: 18+ years"
2023-24,SEP,788,101371,Federated States of Micronesia,0.0078,Overall,"2023-24, Federated States of Micronesia: Overall"
2022-23,JUL,1412,5976166,California,0.0002,65+ years,"2022-23, California: 65+ years"
2022-23,JUL,85,434609,New Jersey,0.0002,9-12 years,"2022-23, New Jersey: 9-12 years"
2022-23,OCT,39115,333492,Tennessee,0.1173,5-8 years,"2022-23, Tennessee: 5-8 years"
2023-24,DEC,,,Chicago,,6 months to 17 years,"2023-24, Chicago: 6 months to 17 years"
2023-24,FEB,3302,27742,Guam,0.119,50-64 years,"2023-24, Guam: 50-64 years"
2023-24,FEB,3088310,11627059,Ohio,0.2656,Overall,"2023-24, Ohio: Overall"
2023-24,JUL,,,Nebraska,,50-64 years,"2023-24, Nebraska: 50-64 years"
2023-24,OCT,,,Hawaii,,13-17 years,"2023-24, Hawaii: 13-17 years"
2024-25,AUG,411,85458,Alabama,0.0048,6-23 months,"2024-25, Alabama: 6-23 months"
2024-25,NOV,63,4023,Republic of Palau,0.0157,50-64 years,"2024-25, Republic of Palau: 50-64 years"
2024-25,NOV,6596,52303,Montana,0.1261,9-12 years,"2024-25, Montana: 9-12 years"
2024-25,OCT,176816,1433821,Connecticut,0.1233,18-49 years,"2024-25, Connecticut: 18-49 years"
2022-23,DEC,116364,446316,Illinois,0.2607,2-4 years,"2022-23, Illinois: 2-4 years"
2022-23,MAR,377826,981560.5,Delaware,0.3849,Overall,"2022-23, Delaware: Overall"
2022-23,MAR,264853,620682,Vermont,0.4267,Overall,"2022-23, Vermont: Overall"
2022-23,OCT,377899,3027263,Oklahoma,0.1248,18+ years,"2022-23, Oklahoma: 18+ years"
2023-24,FEB,418807,2072888.5,Michigan,0.202,6 months to 17 years,"2023-24, Michigan: 6 months to 17 years"
2023-24,JUL,16,212574,South Dakota,0.0001,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years"
2024-25,NOV,72589,295984,Maryland,0.2452,5-8 years,"2024-25, Maryland: 5-8 years"
2023-24,JUN,14336,49273,South Dakota,0.291,5-8 years,"2023-24, South Dakota: 5-8 years"
2023-24,MAY,612561,1180543,Tennessee,0.5189,65+ years,"2023-24, Tennessee: 65+ years"
2023-24,NOV,,,Massachusetts,,13-17 years,"2023-24, Massachusetts: 13-17 years"
2023-24,NOV,,,Kansas,,18+ years,"2023-24, Kansas: 18+ years"
2023-24,SEP,893,65539,Montana,0.0136,13-17 years,"2023-24, Montana: 13-17 years"
2023-24,SEP,10520,352593,South Dakota,0.0298,18-49 years,"2023-24, South Dakota: 18-49 years"
2022-23,DEC,,,South Carolina,,18-49 years,"2022-23, South Carolina: 18-49 years"
2022-23,DEC,600878,1180543,Tennessee,0.509,65+ years,"2022-23, Tennessee: 65+ years"
2022-23,DEC,397758,1776063.5,West Virginia,0.224,Overall,"2022-23, West Virginia: Overall"
2022-23,JUL,,,Rhode Island,,Overall,"2022-23, Rhode Island: Overall"
2022-23,MAY,637277,2330808,Arkansas,0.2734,18+ years,"2022-23, Arkansas: 18+ years"
2022-23,OCT,16048,216150,Oklahoma,0.0742,9-12 years,"2022-23, Oklahoma: 9-12 years"
2024-25,JUL,20,4220498,Oregon,4.7388e-06,Overall,"2024-25, Oregon: Overall"
2024-25,NOV,3474,30474,Alaska,0.114,2-4 years,"2024-25, Alaska: 2-4 years"
2023-24,NOV,67253,285438,Colorado,0.2356,9-12 years,"2023-24, Colorado: 9-12 years"
2023-24,OCT,26059,223181,Missouri,0.1168,2-4 years,"2023-24, Missouri: 2-4 years"
2024-25,AUG,29,37112,Montana,0.0008,2-4 years,"2024-25, Montana: 2-4 years"
2024-25,AUG,3557,708203.5,District of Columbia,0.005,Overall,"2024-25, District of Columbia: Overall"
2024-25,JAN,,,Arizona,,13-17 years,"2024-25, Arizona: 13-17 years"
